"Friday 2021-01-08","Salary day"
"Wednesday 2021-02-10","Salary day"
"Wednesday 2021-03-10","Salary day"
"Friday 2021-04-09","Salary day"
"Monday 2021-05-10","Salary day"
"Thursday 2021-06-10","Salary day"
"Friday 2021-07-09","Salary day"
"Tuesday 2021-08-10","Salary day"
"Friday 2021-09-10","Salary day"
"Friday 2021-10-08","Salary day"
"Wednesday 2021-11-10","Salary day"
"Friday 2021-12-10","Salary day"
